Time;Temp;Height_K;VertSpeed;accel_X;accel_Y;accel_Z;gyro_X;gyro_Y;gyro_Z;Long;Lati;Alt;Sp;SS_flag;Delta_S;;
91575;18,69;-0,50;-0,50;0,16;0,03;-2,05;-3,54;-5,37;0,24;50,72112;53,14823;0,00;0,77;0;0,00;;#áçÄó!
91938;19,16;0,95;0,95;-0,17;0,96;-7,31;38,15;-30,03;83,80;50,72117;53,14824;46,60;0,00;0;3,61;;
92293;19,12;4,09;4,09;-0,29;-0,23;-7,67;-42,85;14,95;-12,70;50,72117;53,14824;46,60;0,00;0;3,61;;
92648;19,00;10,45;10,45;0,37;-0,37;-5,48;7,75;-9,83;48,40;50,72116;53,14824;46,60;1,18;0;3,20;;
93011;18,91;18,46;18,46;-0,16;0,26;1,04;4,33;3,72;80,20;50,72116;53,14824;46,60;1,18;0;3,20;;
93377;18,84;28,19;28,19;-0,53;-0,12;0,30;-10,07;-1,83;46,75;50,72116;53,14824;46,60;1,18;0;3,20;;
93743;18,78;38,87;38,87;0,17;-0,12;0,58;7,51;-1,89;50,17;50,72112;53,14823;46,40;4,56;0;0,25;;
94105;18,72;49,56;49,56;0,06;0,02;0,51;8,18;-0,06;48,77;50,72112;53,14823;46,40;4,56;0;0,25;;
94469;18,68;60,55;60,55;-0,36;-0,08;0,54;-14,16;1,83;42,48;50,72112;53,14823;46,40;4,56;0;0,25;;
94832;18,66;71,31;71,81;0,13;-0,34;0,38;-9,34;5,31;41,44;50,72129;53,14819;46,00;12,36;0;12,55;;
95198;18,62;82,05;81,10;0,02;0,08;0,32;-20,75;-3,66;31,49;50,72129;53,14819;46,00;12,36;0;12,55;;
95560;18,59;92,61;88,52;-0,08;0,12;0,24;-23,62;6,59;41,81;50,72149;53,14815;46,00;13,20;0;26,38;;
95924;18,58;102,60;92,15;-0,03;0,10;0,17;-21,97;-8,42;32,41;50,72149;53,14815;45,60;13,20;0;26,38;;
96287;18,56;112,16;93,70;-0,11;-0,01;0,14;-25,39;11,29;27,22;50,72149;53,14815;45,60;13,20;0;26,38;;
96651;18,54;121,25;93,06;-0,05;-0,10;0,09;-21,06;4,82;18,92;50,72170;53,14812;45,10;12,41;0;40,72;;
97014;18,53;129,69;90,82;-0,14;-0,20;0,09;-29,97;-13,85;23,13;50,72170;53,14812;45,10;12,41;0;40,72;;
97392;18,53;137,55;87,99;-0,13;0,17;0,05;-10,31;18,43;39,98;50,72170;53,14812;45,10;12,41;0;40,72;;
97757;18,51;144,71;84,16;0,03;-0,10;0,06;-22,95;-6,47;30,52;50,72232;53,14804;217,80;11,17;0;82,69;;
98120;18,51;151,12;79,81;-0,09;-0,01;0,04;-25,09;-12,45;36,07;50,72232;53,14804;217,80;11,17;1;82,69;;
98483;18,51;156,75;74,69;0,02;-0,07;0,03;-39,18;-19,84;30,58;50,72232;53,14804;217,80;11,17;1;82,69;;
98845;18,49;161,47;68,86;-0,05;-0,11;0,05;-3,66;-18,19;29,36;50,72245;53,14805;238,90;10,75;1;91,35;;
99213;18,47;165,39;62,79;-0,04;0,00;0,05;-23,80;-21,36;29,66;50,72245;53,14805;238,90;10,75;1;91,35;;
99575;18,41;168,36;56,19;0,47;0,11;-0,05;-41,02;53,16;127,69;50,72260;53,14807;238,90;9,68;1;100,62;;
99946;18,37;170,38;49,13;-0,89;-0,04;0,62;-28,93;-43,76;-42,30;50,72260;53,14807;237,40;9,68;1;100,62;;
100319;18,39;171,48;41,79;-0,85;-1,79;6,13;350,10;-91,25;480,41;50,72260;53,14807;237,40;9,68;1;100,62;;
100690;18,35;172,08;34,53;1,12;0,39;-0,50;-214,23;-288,57;229,00;50,72277;53,14810;243,00;10,66;1;110,98;;
101066;18,32;172,29;27,58;-0,63;-0,16;-1,35;-17,33;86,06;445,19;50,72277;53,14810;243,00;10,66;1;110,98;;
101439;18,32;172,11;20,99;0,25;-0,44;-1,11;18,98;127,99;501,04;50,72277;53,14810;243,00;10,66;1;110,98;;
101812;18,29;171,83;15,09;-0,30;-0,05;-1,10;31,19;26,00;526,49;50,72270;53,14821;244,50;11,97;1;105,37;;
102183;18,28;171,23;9,76;0,14;-0,45;-1,01;-25,27;114,44;465,45;50,72270;53,14821;244,50;11,97;1;105,37;;
102547;18,25;170,58;5,19;0,13;-0,11;-0,92;-1,59;37,90;246,64;50,72258;53,14830;244,50;14,32;1;98,00;;
102914;18,24;169,74;1,39;-0,83;0,00;-0,85;-19,41;-37,90;209,11;50,72258;53,14830;232,70;14,32;1;98,00;;
103277;18,23;168,73;-1,65;0,05;-0,14;-1,13;-71,66;23,50;65,80;50,72258;53,14830;232,70;14,32;1;98,00;;
103640;18,23;167,56;-3,92;-0,17;-0,15;-1,28;-21,79;-29,60;167,85;50,72248;53,14841;219,40;14,31;1;92,64;;
104003;18,23;166,21;-5,86;0,13;-0,18;-0,99;23,56;-0,61;5,80;50,72248;53,14841;219,40;14,31;1;92,64;;
104366;18,20;164,84;-7,45;0,08;-0,20;-0,91;-10,31;-56,46;-7,08;50,72248;53,14841;219,40;14,31;1;92,64;;
104733;18,15;163,37;-8,74;0,13;-0,20;-1,01;53,22;32,84;-166,26;50,72238;53,14851;217,40;13,04;1;89,61;;
105097;18,13;161,85;-9,98;-0,25;-0,14;-1,10;2,99;14,40;-248,84;50,72238;53,14851;217,40;13,04;1;89,61;;
105459;18,12;160,30;-10,93;-0,00;0,09;-1,06;59,39;-83,74;-117,55;50,72238;53,14851;217,40;13,04;1;89,61;;
105832;18,13;158,71;-11,87;0,16;-0,25;-0,96;-52,06;-16,11;-317,93;50,72227;53,14862;214,80;14,52;1;88,62;;
106204;18,10;156,88;-12,86;-0,28;-0,28;-0,95;36,44;13,79;-75,87;50,72227;53,14862;214,80;14,52;1;88,62;;
106579;18,06;155,01;-13,72;0,06;-0,32;-0,98;20,94;-22,52;209,23;50,72219;53,14872;214,80;13,64;1;89,36;;
106951;18,01;153,26;-14,30;0,21;-0,16;-1,08;30,64;2,32;185,00;50,72219;53,14872;206,80;13,64;1;89,36;;
107324;18,01;151,47;-14,74;0,02;0,20;-1,14;23,32;43,64;92,90;50,72219;53,14872;206,80;13,64;1;89,36;;
107695;18,02;149,66;-15,18;-0,06;0,06;-1,06;-15,08;11,84;72,51;50,72211;53,14882;201,70;12,39;1;92,32;;
108067;18,01;147,86;-15,51;-0,21;-0,02;-0,93;5,68;-17,15;106,93;50,72211;53,14882;201,70;12,39;1;92,32;;
108436;18,01;146,06;-15,79;-0,11;-0,04;-1,04;16,66;-2,87;114,26;50,72211;53,14882;201,70;12,39;1;92,32;;
108810;18,01;144,16;-16,14;-0,11;-0,30;-1,08;57,31;21,24;185,12;50,72203;53,14892;197,30;13,85;1;97,75;;
109182;18,00;142,18;-16,54;-0,13;-0,21;-1,08;-0,92;21,85;197,63;50,72203;53,14892;197,30;13,85;1;97,75;;
109554;18,00;140,20;-16,68;0,08;-0,19;-0,86;-7,75;23,80;188,66;50,72195;53,14901;197,30;10,95;1;102,99;;
109931;17,96;138,33;-16,68;0,17;-0,17;-1,00;24,84;13,55;104,86;50,72195;53,14901;193,10;10,95;1;102,99;;
110304;17,94;136,51;-16,75;0,21;-0,06;-1,07;26,49;7,45;24,78;50,72195;53,14901;193,10;10,95;1;102,99;;
110675;17,94;134,67;-16,80;0,21;-0,28;-1,08;-28,81;-3,91;-151,18;50,72191;53,14910;190,10;8,70;1;109,26;;
111047;17,92;132,67;-16,99;0,20;-0,26;-0,92;16,17;-22,28;-167,36;50,72191;53,14910;190,10;8,70;1;109,26;;
111419;17,89;130,80;-17,06;-0,27;-0,11;-1,07;-14,89;-28,87;-152,59;50,72191;53,14910;190,10;8,70;1;109,26;;
111807;17,87;129,01;-17,05;-0,14;-0,00;-1,06;61,65;-25,70;-91,00;50,72186;53,14920;195,60;8,80;1;117,67;;
112179;17,88;127,16;-16,99;-0,03;0,04;-1,08;-21,67;38,70;-240,48;50,72186;53,14920;195,60;8,80;1;117,67;;
112550;17,87;125,35;-16,83;0,24;-0,11;-0,99;-5,98;-33,26;-171,63;50,72181;53,14926;195,60;9,07;1;122,91;;
112922;17,87;123,54;-16,66;0,15;-0,15;-1,05;-53,04;-7,51;-251,59;50,72181;53,14926;191,30;9,07;1;122,91;;
113296;17,84;121,73;-16,61;-0,33;0,02;-1,04;14,40;-23,50;-77,82;50,72181;53,14926;191,30;9,07;1;122,91;;
113671;17,82;120,06;-16,45;-0,16;-0,08;-0,91;58,65;5,31;-91,06;50,72174;53,14933;191,00;9,39;1;128,35;;
114042;17,81;118,37;-16,30;-0,14;0,16;-1,02;-57,19;-54,32;-9,46;50,72174;53,14933;191,00;9,39;1;128,35;;
114414;17,81;116,62;-16,05;-0,11;0,09;-1,10;58,11;0,73;63,35;50,72174;53,14933;191,00;9,39;1;128,35;;
114786;17,81;114,84;-15,95;-0,22;-0,03;-0,97;-65,43;-17,88;103,33;50,72166;53,14940;190,10;9,41;1;134,18;;
115159;17,80;113,13;-15,88;-0,21;-0,19;-1,00;-38,51;0,85;202,58;50,72166;53,14940;190,10;9,41;1;134,18;;
115534;17,80;111,32;-15,84;0,30;-0,13;-1,20;16,85;20,32;180,42;50,72157;53,14946;190,10;9,82;1;139,58;;
115906;17,76;109,59;-15,76;0,21;-0,03;-1,06;25,02;10,62;106,99;50,72157;53,14946;188,60;9,82;1;139,58;;
116279;17,76;107,85;-15,69;0,03;0,07;-1,09;-20,57;-24,11;21,48;50,72157;53,14946;188,60;9,82;1;139,58;;
116649;17,77;106,13;-15,60;0,18;0,01;-1,17;-28,44;3,78;-179,14;50,72147;53,14952;186,80;9,82;1;144,92;;
117022;17,75;104,33;-15,72;-0,10;-0,33;-1,08;19,53;43,03;-138,18;50,72147;53,14952;186,80;9,82;1;144,92;;
117398;17,73;102,63;-15,74;-0,17;-0,16;-0,99;-5,43;9,46;26,49;50,72147;53,14952;186,80;9,82;1;144,92;;
117770;17,72;100,84;-15,78;-0,18;-0,43;-0,85;26,18;13,49;150,88;50,72138;53,14957;183,40;9,30;1;149,15;;
118142;17,71;99,02;-15,83;0,01;-0,35;-0,97;43,03;47,30;336,85;50,72138;53,14957;183,40;9,30;1;149,15;;
118514;17,69;97,40;-15,73;0,12;0,13;-1,02;-31,86;7,87;255,49;50,72127;53,14963;183,40;9,98;1;155,11;;
118886;17,69;95,76;-15,56;0,09;0,12;-1,19;-0,24;21,42;-0,49;50,72127;53,14963;181,80;9,98;1;155,11;;
119263;17,70;94,13;-15,46;0,13;0,04;-1,11;27,28;29,60;-86,67;50,72127;53,14963;181,80;9,98;1;155,11;;
119635;17,71;92,50;-15,35;0,14;-0,02;-0,98;18,19;-4,52;-170,47;50,72114;53,14971;179,00;11,49;1;164,10;;
120007;17,71;90,88;-15,25;0,17;-0,22;-0,84;77,70;-30,03;-200,68;50,72114;53,14971;179,00;11,49;1;164,10;;
120380;17,70;89,18;-15,16;0,14;-0,18;-0,99;67,81;-20,94;-274,41;50,72114;53,14971;179,00;11,49;1;164,10;;
120753;17,68;87,39;-15,24;-0,23;-0,30;-1,03;-16,60;-30,27;-222,96;50,72103;53,14977;176,80;11,15;1;171,61;;
121127;17,64;85,54;-15,30;-0,09;-0,33;-0,99;19,29;-29,48;-16,85;50,72103;53,14977;176,80;11,15;1;171,61;;
121499;17,62;83,63;-15,39;-0,10;-0,37;-1,02;32,29;0,06;164,49;50,72094;53,14983;176,80;10,20;1;178,38;;
121871;17,59;81,81;-15,59;0,24;-0,20;-1,15;-24,17;59,02;81,48;50,72094;53,14983;175,10;10,20;1;178,38;;
122243;17,56;80,00;-15,77;-0,06;-0,17;-1,04;-3,11;28,02;15,50;50,72094;53,14983;175,10;10,20;1;178,38;;
122614;17,56;78,13;-16,00;-0,09;-0,28;-0,88;20,39;26,43;114,93;50,72086;53,14988;175,10;9,02;1;184,26;;
122989;17,54;76,28;-16,21;0,19;-0,17;-0,90;19,04;-26,92;190,55;50,72086;53,14988;172,90;9,02;1;184,26;;
123362;17,53;74,39;-16,49;0,15;-0,26;-0,97;8,67;41,63;-40,53;50,72086;53,14988;172,90;9,02;1;184,26;;
123734;17,52;72,56;-16,61;0,23;-0,22;-1,17;7,20;-27,83;-28,81;50,72075;53,14994;171,20;9,86;1;191,49;;
124105;17,52;70,61;-16,78;0,15;-0,21;-1,32;41,26;-39,25;-120,91;50,72075;53,14994;171,20;9,86;1;191,49;;
124478;17,50;68,58;-16,97;-0,26;-0,34;-1,13;3,85;-17,03;-133,91;50,72065;53,14999;171,20;9,86;1;191,49;;
124853;17,47;66,58;-17,05;0,13;-0,21;-1,07;17,27;-2,93;36,19;50,72065;53,14999;169,20;9,65;1;198,11;;
125225;17,44;64,64;-17,17;-0,05;-0,13;-1,12;7,32;9,46;5,98;50,72065;53,14999;169,20;9,65;1;198,11;;
125597;17,44;62,74;-17,25;-0,05;-0,25;-1,04;13,55;100,65;14,10;50,72058;53,15002;169,20;8,11;1;202,62;;
125969;17,43;60,82;-17,31;-0,09;-0,26;-0,96;36,13;3,36;252,81;50,72058;53,15002;167,80;8,11;1;202,62;;
126341;17,43;59,00;-17,29;0,24;-0,19;-0,98;-10,93;-15,08;182,86;50,72058;53,15002;167,80;8,11;1;202,62;;
126727;17,43;57,20;-17,19;0,15;-0,24;-0,99;35,71;17,64;110,78;50,72051;53,15006;165,70;7,40;1;207,26;;
127098;17,44;55,33;-17,24;0,03;0,10;-1,03;2,75;28,56;49,44;50,72051;53,15006;165,70;7,40;1;207,26;;
127471;17,44;53,46;-17,15;0,15;0,03;-1,16;13,37;19,29;-121,03;50,72051;53,15006;165,70;7,40;1;207,26;;
127843;17,44;51,64;-16,94;0,16;-0,17;-1,05;-37,17;-13,73;-227,66;50,72043;53,15011;164,40;7,79;1;213,75;;
128216;17,42;49,71;-16,86;-0,07;-0,24;-1,06;33,75;-11,66;-148,25;50,72043;53,15011;164,40;7,79;1;213,75;;
128591;17,40;47,92;-16,72;-0,26;-0,03;-0,89;54,44;29,66;-121,40;50,72035;53,15014;164,40;7,78;1;218,47;;
128963;17,39;46,18;-16,56;-0,10;0,09;-0,99;72,27;-65,92;70,98;50,72035;53,15014;161,80;7,78;1;218,47;;
129336;17,38;44,47;-16,35;-0,21;0,07;-1,04;-21,79;-27,83;23,13;50,72035;53,15014;161,80;7,78;1;218,47;;
129708;17,39;42,78;-16,22;-0,04;0,30;-1,00;-18,98;-31,68;-2,26;50,72026;53,15019;160,30;7,85;1;225,42;;
130079;17,37;41,00;-16,21;0,23;0,14;-0,89;-13,00;8,61;-72,75;50,72026;53,15019;160,30;7,85;1;225,42;;
130456;17,35;39,14;-16,18;0,10;0,04;-1,21;23,25;73,24;-230,41;50,72026;53,15019;160,30;7,85;1;225,42;;
130827;17,36;37,35;-16,11;0,21;-0,09;-1,12;40,77;-22,58;-161,62;50,72021;53,15025;157,20;7,57;1;231,78;;
131200;17,36;35,56;-16,08;0,14;-0,19;-0,97;2,38;3,11;-208,44;50,72021;53,15025;157,20;7,57;1;231,78;;
131572;17,35;33,69;-16,02;0,10;-0,31;-1,05;46,39;-6,96;-124,27;50,72017;53,15030;157,20;7,77;1;238,57;;
131944;17,33;31,80;-16,11;-0,24;-0,26;-1,01;36,44;30,33;-40,10;50,72017;53,15030;153,20;7,77;1;238,57;;
132320;17,32;30,08;-16,10;-0,28;-0,18;-1,05;90,76;24,84;42,30;50,72017;53,15030;153,20;7,77;1;238,57;;
132691;17,32;28,30;-16,17;-0,16;-0,32;-0,98;48,16;-16,48;252,01;50,72015;53,15035;148,00;7,24;1;244,28;;
133064;17,31;26,32;-16,46;-0,24;-0,51;-0,92;30,03;55,36;260,62;50,72015;53,15035;148,00;7,24;1;244,28;;
133437;17,31;24,71;-16,29;0,44;0,08;-1,08;8,24;15,93;441,77;50,72015;53,15035;148,00;7,24;1;244,28;;
133810;17,31;22,90;-16,25;-0,06;0,10;-1,29;-83,50;-12,70;145,69;50,72010;53,15039;143,10;6,82;1;249,42;;
134185;17,31;21,08;-16,27;-0,26;-0,00;-1,20;-95,64;-3,23;38,51;50,72010;53,15039;143,10;6,82;1;249,42;;
134557;17,29;19,27;-16,29;-0,08;-0,22;-0,86;-18,25;14,47;26,00;50,72007;53,15043;143,10;6,29;1;254,14;;
134930;17,28;17,39;-16,30;-0,01;-0,23;-0,96;62,01;20,20;111,88;50,72007;53,15043;137,70;6,29;1;254,14;;
135302;17,27;15,52;-16,29;0,08;-0,36;-1,06;25,63;42,30;54,38;50,72007;53,15043;137,70;6,29;1;254,14;;
135673;17,24;13,81;-16,27;-0,22;0,06;-0,90;45,29;68,91;-24,72;50,72003;53,15046;135,40;5,68;1;258,42;;
136049;17,25;12,04;-16,26;1,49;-1,02;-0,34;335,57;-274,23;60,36;50,72003;53,15046;135,40;5,68;1;258,42;;
136422;17,26;10,46;-15,85;-0,17;1,58;-0,24;-88,50;-14,59;361,82;50,72003;53,15046;135,40;5,68;1;258,42;;
136795;17,27;9,10;-15,61;-0,46;0,92;0,00;-2,75;-5,80;8,48;50,72000;53,15049;132,10;5,21;1;262,35;;
137158;17,29;7,87;-15,03;-0,44;0,88;-0,02;-2,14;-5,25;-1,22;50,72000;53,15049;132,10;5,21;1;262,35;;
137522;17,30;6,77;-14,31;-0,45;0,92;-0,00;-0,67;-5,13;0,98;50,71999;53,15049;132,10;3,76;1;262,57;;
137889;17,32;5,81;-13,46;-0,43;0,90;-0,02;0,24;-5,13;0,37;50,71999;53,15049;127,60;3,76;1;262,57;;
138253;17,33;4,97;-12,42;-0,45;0,88;-0,01;-1,34;-5,00;0,06;50,71999;53,15049;127,60;3,76;1;262,57;;
138615;17,33;4,22;-11,30;-0,45;0,90;0,02;-2,20;-5,07;-0,06;50,71997;53,15049;123,00;2,97;1;262,25;;
138979;17,33;3,53;-10,27;-0,44;0,88;-0,02;-1,46;-5,07;-0,49;50,71997;53,15049;123,00;2,97;1;262,25;;
139341;17,33;2,93;-9,11;-0,44;0,88;-0,02;-1,04;-5,74;0,00;50,71997;53,15049;123,00;2,97;1;262,25;;
139708;17,33;2,36;-8,10;-0,43;0,90;-0,01;-1,77;-5,62;-0,73;50,72002;53,15046;119,80;0,36;1;258,28;;
140071;17,34;1,86;-7,24;-0,44;0,90;0,02;-2,01;-5,43;0,37;50,72002;53,15046;119,80;0,36;1;258,28;;
140435;17,34;1,43;-6,43;-0,43;0,89;-0,03;0,24;-5,25;0,55;50,72002;53,15046;119,80;0,36;1;258,28;;
140800;17,35;1,07;-5,70;-0,45;0,90;0,01;-0,92;-5,13;0,55;50,72002;53,15046;121,20;0,32;1;258,57;;
141163;17,35;0,73;-5,08;-0,43;0,88;-0,04;-1,34;-5,80;-0,31;50,72002;53,15046;121,20;0,32;1;258,57;;
141542;17,35;0,39;-4,57;-0,45;0,89;-0,00;-2,62;-5,55;-0,49;50,72003;53,15046;121,20;0,27;1;258,13;;
141906;17,36;0,13;-4,09;-0,44;0,88;-0,03;-1,40;-5,31;-0,43;50,72003;53,15046;121,40;0,27;1;258,13;;
142271;17,37;-0,09;-3,62;-0,41;0,88;-0,04;0,61;-5,13;0,37;50,72003;53,15046;121,40;0,27;1;258,13;;
142635;17,38;-0,33;-3,26;-0,45;0,90;0,02;-1,53;-5,31;0,37;50,72003;53,15046;122,40;0,16;1;258,50;;
142998;17,38;-0,51;-2,87;-0,45;0,90;0,02;-2,56;-5,00;0,18;50,72003;53,15046;122,40;0,16;1;258,50;;
143362;17,39;-0,68;-2,54;-0,41;0,88;-0,04;-0,37;-5,31;-0,37;50,72003;53,15046;122,40;0,16;1;258,50;;
143729;17,39;-0,84;-2,28;-0,44;0,88;-0,01;-0,85;-5,62;-0,24;50,72003;53,15046;121,60;0,12;1;258,06;;
144094;17,38;-1,00;-2,07;-0,42;0,91;0,01;-0,31;-4,88;0,18;50,72003;53,15046;121,60;0,12;1;258,06;;
144457;17,38;-1,11;-1,83;-0,44;0,89;-0,01;0,24;-5,19;0,18;50,72003;53,15046;121,60;0,12;1;258,06;;
144823;17,39;-1,21;-1,61;-0,43;0,88;-0,03;-0,43;-5,25;0,12;50,72004;53,15045;119,80;0,15;1;257,19;;
145187;17,38;-1,31;-1,44;-0,46;0,90;0,01;-2,08;-5,13;0,18;50,72004;53,15045;119,80;0,15;1;257,19;;
145554;17,38;-1,37;-1,28;-0,44;0,91;-0,00;-1,22;-5,43;-0,12;50,72005;53,15045;119,80;0,14;1;256,86;;
145920;17,39;-1,44;-1,11;-0,42;0,91;-0,01;-1,10;-5,00;0,55;50,72005;53,15045;118,10;0,14;1;256,86;;
146284;17,40;-1,50;-0,99;-0,42;0,87;-0,04;0,43;-4,88;0,31;50,72005;53,15045;118,10;0,14;1;256,86;;
146648;17,40;-1,58;-0,90;-0,43;0,88;-0,03;-0,06;-5,55;-0,06;50,72005;53,15044;116,00;0,11;1;255,52;;
147012;17,40;-1,63;-0,79;-0,45;0,89;0,01;-3,54;-5,25;-0,43;50,72005;53,15044;116,00;0,11;1;255,52;;
147380;17,41;-1,67;-0,67;-0,45;0,90;0,02;0,00;-5,07;1,10;50,72005;53,15044;116,00;0,11;1;255,52;;
147744;17,41;-1,73;-0,62;-0,42;0,89;-0,01;-0,18;-5,19;-0,12;50,72005;53,15043;113,80;0,13;1;254,72;;
148108;17,42;-1,78;-0,57;-0,43;0,88;-0,04;-2,32;-5,68;-0,73;50,72005;53,15043;113,80;0,13;1;254,72;;
148471;17,42;-1,82;-0,51;-0,41;0,89;-0,03;-0,06;-5,43;0,24;50,72005;53,15043;113,80;0,13;1;254,72;;
148836;17,42;-1,86;-0,49;-0,45;0,91;0,02;-2,69;-4,88;-0,06;50,72006;53,15042;111,80;0,11;1;253,92;;
149203;17,43;-1,88;-0,45;-0,42;0,88;-0,05;-0,73;-5,13;-0,24;50,72006;53,15042;111,80;0,11;1;253,92;;
149568;17,43;-1,91;-0,41;-0,42;0,90;-0,02;0,37;-4,94;0,37;50,72006;53,15042;111,80;0,12;1;253,11;;
149932;17,43;-1,93;-0,35;-0,42;0,90;-0,02;-0,43;-5,25;0,79;50,72006;53,15042;109,90;0,12;1;253,11;;
150296;17,43;-1,95;-0,32;-0,43;0,91;0,01;-0,55;-4,94;0,37;50,72006;53,15042;109,90;0,12;1;253,11;;
150660;17,44;-1,96;-0,29;-0,41;0,88;-0,04;-2,75;-5,55;-1,10;50,72007;53,15041;108,30;0,11;1;251,95;;
151028;17,43;-1,98;-0,25;-0,41;0,89;-0,03;-0,06;-5,80;0,00;50,72007;53,15041;108,30;0,11;1;251,95;;
151392;17,43;-1,97;-0,19;-0,44;0,91;0,02;-1,16;-5,31;0,12;50,72007;53,15041;108,30;0,11;1;251,95;;
151756;17,44;-1,98;-0,16;-0,42;0,88;-0,04;-0,61;-5,49;-0,24;50,72007;53,15041;106,80;0,04;1;252,06;;
152120;17,44;-1,99;-0,13;-0,45;0,88;0,01;-2,08;-5,00;0,00;50,72007;53,15041;106,80;0,04;1;252,06;;
152483;17,44;-2,00;-0,12;-0,44;0,90;0,02;-1,71;-5,55;0,43;50,72007;53,15041;106,80;0,04;1;252,06;;
152852;17,45;-2,01;-0,10;-0,44;0,90;0,02;-2,38;-5,13;0,37;50,72007;53,15040;105,20;0,09;1;250,53;;
153217;17,45;-2,00;-0,07;-0,44;0,89;-0,02;-1,89;-5,86;-0,55;50,72007;53,15040;105,20;0,09;1;250,53;;
153581;17,45;-1,99;-0,04;-0,45;0,91;0,01;-1,95;-5,31;0,31;50,72008;53,15039;105,20;0,10;1;250,28;;
153947;17,45;-1,99;-0,03;-0,45;0,89;0,00;2,14;-5,68;0,98;50,72008;53,15039;103,70;0,10;1;250,28;;
154310;17,45;-1,97;0,01;-0,42;0,90;-0,02;-2,32;-5,31;-0,37;50,72008;53,15039;103,70;0,10;1;250,28;;
154675;17,45;-1,97;0,01;-0,43;0,88;-0,03;-2,99;-5,43;-0,98;50,72008;53,15039;102,50;0,05;1;249,73;;
155043;17,46;-1,99;-0,01;-0,44;0,89;-0,01;-0,37;-5,37;-0,31;50,72008;53,15039;102,50;0,05;1;249,73;;
155407;17,47;-2,01;-0,02;-0,43;0,88;-0,04;-0,12;-5,37;-0,24;50,72008;53,15039;102,50;0,05;1;249,73;;
155771;17,47;-2,00;0,00;-0,44;0,91;0,01;0,73;-5,13;0,85;50,72008;53,15039;101,20;0,08;1;249,48;;
